# The client's own answer to "which item templates are weapons, and what does each one attack with".
# Tabula Rasa 1.16.5.0, data/game.zip (pyc stamp 2009-02-09), read 2026-09-21.
# One line per item template whose item class carries a weaponclass.lookup row - 5825 of the client's 30225.
# item_class_id: itemclass.itemTemplateItemClass[template]
# attack_action_id, attack_action_arg_id, weapon_anim_condition_code: weaponclass.lookup[class] columns 1, 2, 12
# skill_id: itemclass.itemTemplateSkillRequirement[template][0], empty when the template requires no skill
# A field is empty where the client itself holds no value. Eight classes have no anim condition code; none of
# them requires a skill, so the rule never consults it for them.
# These are the raw client fields, not a conclusion. WeaponRowAuditTests re-derives tool_type and attack_type
# from them; see WeaponRowRepairRows for the rule and its evidence.
item_template_id,item_class_id,attack_action_id,attack_action_arg_id,weapon_anim_condition_code,skill_id
1656,9049,249,2,7,58
1661,9054,249,2,7,58
1665,9058,249,3,7,58
1667,9060,249,3,7,58
1670,9063,249,3,7,58
1675,9068,249,3,7,58
1679,9072,249,1,7,58
1681,9074,249,1,7,58
1684,9077,249,1,7,58
1689,9082,249,1,7,58
1693,9086,399,4,1,67
1695,9088,399,4,1,67
1698,9091,399,4,1,67
1703,9096,399,4,1,67
1707,9100,399,5,1,67
1709,9102,399,5,1,67
1712,9105,399,5,1,67
1717,9110,399,5,1,67
1721,9114,399,2,1,67
1723,9116,399,2,1,67
1726,9119,399,2,1,67
1731,9124,399,2,1,67
1749,9142,399,1,1,67
1751,9144,399,1,1,67
1754,9147,399,1,1,67
1759,9152,399,1,1,67
1764,9285,1,304,8,
1877,9481,174,1,20,8
1924,9534,174,46,8,
1933,9675,1,151,8,
1938,9738,174,17,8,
1939,9752,1,203,8,
1940,9754,1,227,8,
1948,9805,1,204,8,
2229,12143,1,134,2,1
2236,10161,174,29,8,
2237,10171,1,244,8,
2238,10172,1,207,8,
2246,10241,174,31,8,
2248,10266,1,211,8,
2250,10268,1,213,8,
2251,10269,1,214,8,
2252,10270,1,212,8,
2253,10271,1,215,8,
2254,10272,1,195,8,
2255,10273,1,217,8,
2258,10277,1,3,8,
2260,10279,174,37,8,
2261,10280,1,224,8,
2262,10286,1,225,8,
2263,10288,174,39,8,
2264,10292,174,30,8,
2287,10357,1,229,8,
2334,10529,1,145,8,
2335,10530,1,116,8,
2336,10531,1,154,8,
2337,10532,174,11,8,23
2338,10533,1,146,8,
2341,10536,1,67,1,
2342,10537,1,68,2,
2343,10538,141,9,4,
2353,10602,174,1,21,8
2354,10604,411,1,8,
2357,10613,174,1,22,8
2361,10634,147,1,17,
2362,10635,174,1,13,8
2363,10636,399,1,1,
2369,10726,174,38,8,
2370,10762,1,129,15,
2371,10763,1,273,3,
2378,10855,174,13,8,
2379,10856,1,149,8,
2380,10859,174,12,8,
2500,10990,1,3,8,
2519,11124,147,2,14,
2520,11135,1,241,8,
2559,11341,179,2,4,31
2567,11350,179,3,4,31
2575,11358,179,1,4,31
2583,11366,179,4,4,31
2595,11387,141,3,3,24
2597,11389,141,3,3,24
2602,11394,141,3,3,24
2614,11415,141,4,3,24
2616,11417,141,4,3,24
2621,11422,141,4,3,24
2632,11442,141,5,3,24
2634,11444,141,5,3,24
2639,11449,141,5,3,24
2651,11470,141,6,3,24
2653,11472,141,6,3,24
2658,11477,141,6,3,24
2669,11497,141,7,3,24
2671,11499,141,7,3,24
2676,11504,141,7,3,24
2687,11515,399,2,1,67
2689,11517,399,2,1,67
2692,11520,399,2,1,67
2698,11526,399,2,1,67
2731,11559,399,4,1,67
2733,11561,399,4,1,67
2736,11564,399,4,1,67
2742,11570,399,4,1,67
2753,11581,399,5,1,67
2755,11583,399,5,1,67
2758,11586,399,5,1,67
2764,11592,399,5,1,67
2775,11603,399,1,1,67
2777,11605,399,1,1,67
2780,11608,399,1,1,67
2786,11614,399,1,1,67
2794,11623,149,5,7,22
2806,11635,149,5,7,22
2808,11637,149,5,7,22
2813,11642,149,5,7,22
2821,11651,149,3,7,22
2833,11663,149,3,7,22
2835,11665,149,3,7,22
2840,11670,149,3,7,22
2848,11679,149,4,7,22
2860,11691,149,4,7,22
2862,11693,149,4,7,22
2867,11698,149,4,7,22
2875,11707,149,1,7,22
2887,11719,149,1,7,22
2889,11721,149,1,7,22
2894,11726,149,1,7,22
2905,11737,398,1,3,55
2907,11739,398,1,3,55
2910,11742,398,1,3,55
2916,11748,398,1,3,55
2927,11759,398,2,3,55
2929,11761,398,2,3,55
2932,11764,398,2,3,55
2938,11770,398,2,3,55
2949,11781,398,3,3,55
2951,11783,398,3,3,55
2954,11786,398,3,3,55
2960,11792,398,3,3,55
2968,11800,1,170,1,1
2972,11804,1,170,1,1
2983,11815,1,170,1,1
2985,11817,1,170,1,1
2990,11822,1,170,1,1
2998,11830,1,135,1,1
3002,11834,1,135,1,1
3013,11845,1,135,1,1
3015,11847,1,135,1,1
3020,11852,1,135,1,1
3028,11860,1,67,1,1
3032,11864,1,67,1,1
3043,11875,1,67,1,1
3045,11877,1,67,1,1
3050,11882,1,67,1,1
3057,11889,1,133,1,1
3061,11893,1,133,1,1
3072,11904,1,133,1,1
3074,11906,1,133,1,1
3079,11911,1,133,1,1
3086,11918,1,181,1,1
3090,11922,1,181,1,1
3101,11933,1,181,1,1
3103,11935,1,181,1,1
3108,11940,1,181,1,1
3119,11951,249,1,7,58
3121,11953,249,1,7,58
3124,11956,249,1,7,58
3130,11962,249,1,7,58
3141,11973,249,2,7,58
3143,11975,249,2,7,58
3146,11978,249,2,7,58
3152,11984,249,2,7,58
3163,11995,249,3,7,58
3165,11997,249,3,7,58
3168,12000,249,3,7,58
3174,12006,249,3,7,58
3182,12014,140,5,5,40
3190,12022,140,1,5,40
3198,12030,140,3,5,40
3206,12038,140,2,5,40
3214,12046,140,4,5,40
3222,12054,1,168,2,1
3226,12058,1,168,2,1
3237,12069,1,168,2,1
3239,12071,1,168,2,1
3244,12076,1,168,2,1
3252,12084,1,136,2,1
3256,12088,1,136,2,1
3267,12099,1,136,2,1
3269,12101,1,136,2,1
3274,12106,1,136,2,1
3282,12114,1,68,2,1
3286,12118,1,68,2,1
3297,12129,1,68,2,1
3299,12131,1,68,2,1
3304,12136,1,68,2,1
3311,12143,1,134,2,1
3315,12147,1,134,2,1
3326,12158,1,134,2,1
3328,12160,1,134,2,1
3333,12165,1,134,2,1
3340,12172,1,182,2,1
3344,12176,1,182,2,1
3355,12187,1,182,2,1
3357,12189,1,182,2,1
3362,12194,1,182,2,1
3373,12215,141,8,4,24
3375,12217,141,8,4,24
3378,12220,141,8,4,24
3384,12226,141,8,4,24
3395,12247,141,2,4,24
3397,12249,141,2,4,24
3400,12252,141,2,4,24
3406,12258,141,2,4,24
3417,12279,141,9,4,24
3419,12281,141,9,4,24
3422,12284,141,9,4,24
3428,12290,141,9,4,24
3439,12311,141,1,4,24
3441,12313,141,1,4,24
3444,12316,141,1,4,24
3450,12322,141,1,4,24
3461,12343,141,10,4,24
3463,12345,141,10,4,24
3466,12348,141,10,4,24
3472,12354,141,10,4,24
3480,12362,1,185,3,1
3484,12366,1,185,3,1
3495,12377,1,185,3,1
3497,12379,1,185,3,1
3502,12384,1,185,3,1
3510,12392,1,122,3,1
3514,12396,1,122,3,1
3525,12407,1,122,3,1
3527,12409,1,122,3,1
3532,12414,1,122,3,1
3540,12422,1,123,3,1
3544,12426,1,123,3,1
3555,12437,1,123,3,1
3557,12439,1,123,3,1
3562,12444,1,123,3,1
3569,12451,1,147,3,1
3573,12455,1,147,3,1
3584,12466,1,147,3,1
3586,12468,1,147,3,1
3591,12473,1,147,3,1
3599,12481,1,121,3,1
3603,12485,1,121,3,1
3614,12496,1,121,3,1
3616,12498,1,121,3,1
3621,12503,1,121,3,1
3628,12510,1,66,3,1
3632,12514,1,66,3,1
3643,12525,1,66,3,1
3645,12527,1,66,3,1
3650,12532,1,66,3,1
3658,12540,1,105,15,23
3666,12548,1,177,15,23
3674,12556,1,128,15,23
3682,12564,1,129,15,23
3690,12572,1,132,15,23
3698,12580,1,186,15,23
3706,12588,418,2,6,82
3714,12596,418,3,6,82
3722,12604,418,4,6,82
3730,12612,418,5,6,82
3738,12620,418,1,6,82
3746,12628,230,2,2,50
3754,12636,230,3,2,50
3762,12644,230,4,2,50
3770,12652,230,1,2,50
3778,12660,230,5,2,50
3787,12715,199,1,14,14
3792,12720,199,1,14,14
3797,12725,199,1,14,14
3802,12730,199,1,14,14
3807,12735,199,1,14,14
3812,12740,199,1,14,14
3817,12745,199,1,14,14
3822,12750,199,1,14,14
3827,12755,199,1,14,14
3832,12760,199,1,14,14
3833,12761,258,14,14,14
3838,12766,258,14,14,14
3843,12771,258,14,14,14
3848,12776,258,14,14,14
3853,12781,258,14,14,14
3858,12786,258,14,14,14
3863,12791,258,14,14,14
3868,12796,258,14,14,14
3869,12797,198,1,14,14
3874,12802,198,1,14,14
3879,12807,198,1,14,14
3884,12812,198,1,14,14
3889,12817,198,1,14,14
3894,12822,198,1,14,14
3899,12827,198,1,14,14
3904,12832,198,1,14,14
3909,12837,198,1,14,14
3914,12842,198,1,14,14
3922,12850,147,1,17,14
3926,12854,147,1,17,14
3930,12858,147,1,17,14
3934,12862,147,1,17,14
3939,12867,147,1,17,14
3944,12872,147,1,17,14
3949,12877,147,1,17,14
3954,12882,147,1,17,14
3955,12883,172,168,14,
3960,12888,172,168,14,
3965,12893,172,168,14,
3970,12898,172,168,14,
3975,12903,172,168,14,
3976,12904,172,169,17,
3981,12909,172,169,17,
3986,12914,172,169,17,
3991,12919,172,169,17,
3996,12924,172,169,17,
4001,12929,172,169,17,
4006,12934,172,169,17,
4011,12939,172,169,17,
4016,12949,149,5,7,22
4017,12950,149,3,7,22
4018,12951,149,4,7,22
4019,12952,149,1,7,22
11344,20423,179,2,4,31
11349,20428,179,2,4,31
11356,20435,179,2,4,31
11360,20439,179,2,4,31
11363,20442,179,3,4,31
11368,20447,179,3,4,31
11375,20454,179,3,4,31
11379,20458,179,3,4,31
11382,20461,179,1,4,31
11387,20466,179,1,4,31
11394,20473,179,1,4,31
11398,20477,179,1,4,31
11401,20480,179,4,4,31
11406,20485,179,4,4,31
11413,20492,179,4,4,31
11417,20496,179,4,4,31
11421,20508,1,245,,
11423,20519,179,2,4,31
11424,20520,179,3,4,31
11425,20521,179,1,4,31
11426,20522,179,4,4,31
11427,20523,141,3,3,24
11428,20524,141,4,3,24
11429,20525,141,5,3,24
11430,20526,141,6,3,24
11431,20527,141,7,3,24
11432,20528,399,2,1,67
11433,20529,399,3,1,67
11434,20530,399,4,1,67
11435,20531,399,5,1,67
11436,20532,149,5,7,22
11437,20533,149,3,7,22
11438,20534,149,4,7,22
11439,20535,149,1,7,22
11440,20536,398,1,3,55
11441,20537,398,2,3,55
11442,20538,398,3,3,55
11443,20539,1,170,1,1
11444,20540,1,135,1,1
11445,20541,1,181,1,1
11446,20542,249,1,7,58
11447,20543,249,2,7,58
11448,20544,249,3,7,58
11449,20545,140,5,5,40
11450,20546,140,1,5,40
11451,20547,140,3,5,40
11452,20548,140,2,5,40
11453,20549,140,4,5,40
11454,20550,1,168,2,1
11455,20551,1,136,2,1
11456,20552,1,182,2,1
11457,20553,141,8,4,24
11458,20554,141,2,4,24
11459,20555,141,10,4,24
11460,20556,1,185,3,1
11461,20557,1,122,3,1
11462,20558,1,123,3,1
11463,20559,1,147,3,1
11464,20560,1,121,3,1
11465,20561,1,66,3,1
11466,20562,1,105,15,23
11467,20563,1,177,15,23
11468,20564,1,128,15,23
11469,20565,1,129,15,23
11470,20566,1,132,15,23
11471,20567,1,186,15,23
11472,20568,418,2,6,82
11473,20569,418,3,6,82
11474,20570,418,4,6,82
11475,20571,418,5,6,82
11476,20572,418,1,6,82
11477,20573,230,2,2,50
11478,20574,230,3,2,50
11479,20575,230,4,2,50
11480,20576,230,1,2,50
11481,20577,230,5,2,50
11482,20578,199,1,14,14
11483,20579,198,3,14,14
11484,20580,147,5,17,
11494,20689,1,296,8,
11557,27120,1,133,1,1
11558,27318,1,121,3,1
11559,27230,1,134,2,1
11560,6083,1,133,1,
11912,27632,1,133,1,1
11913,27129,1,133,1,1
11914,28135,1,133,1,1
11917,27137,1,181,1,1
11918,27640,1,181,1,1
11919,28143,1,181,1,1
11922,27621,1,67,1,1
11923,27118,1,67,1,1
11924,28124,1,67,1,1
11927,27098,1,170,1,1
11928,27601,1,170,1,1
11929,28104,1,170,1,1
11932,27611,1,135,1,1
11933,27108,1,135,1,1
11934,28114,1,135,1,1
11937,27228,1,134,2,1
11938,27731,1,134,2,1
11939,28234,1,134,2,1
11942,27740,1,182,2,1
11943,27237,1,182,2,1
11944,28243,1,182,2,1
11947,27217,1,68,2,1
11948,27720,1,68,2,1
11949,28223,1,68,2,1
11952,27700,1,168,2,1
11953,27197,1,168,2,1
11954,28203,1,168,2,1
11957,27207,1,136,2,1
11958,27710,1,136,2,1
11959,28213,1,136,2,1
11962,27830,1,121,3,1
11963,27327,1,121,3,1
11964,28333,1,121,3,1
11967,27298,1,122,3,1
11968,27801,1,122,3,1
11969,28304,1,122,3,1
11972,27808,1,123,3,1
11973,27305,1,123,3,1
11974,28311,1,123,3,1
11977,27336,1,66,3,1
11978,27839,1,66,3,1
11979,28342,1,66,3,1
11982,27818,1,147,3,1
11983,27315,1,147,3,1
11984,28321,1,147,3,1
11987,27291,1,185,3,1
11988,27794,1,185,3,1
11989,28297,1,185,3,1
11992,27457,141,6,3,24
11993,26954,141,6,3,24
11994,27960,141,6,3,24
11997,26939,141,4,3,24
11998,27442,141,4,3,24
11999,27945,141,4,3,24
12002,27449,141,5,3,24
12003,26946,141,5,3,24
12004,27952,141,5,3,24
12007,26962,141,7,3,24
12008,27465,141,7,3,24
12009,27968,141,7,3,24
12012,27435,141,3,3,24
12013,26932,141,3,3,24
12014,27938,141,3,3,24
12017,27067,149,1,7,22
12018,27570,149,1,7,22
12019,28073,149,1,7,22
12022,27559,149,4,7,22
12023,27056,149,4,7,22
12024,28062,149,4,7,22
12027,27034,149,5,7,22
12028,27537,149,5,7,22
12029,28040,149,5,7,22
12032,27548,149,3,7,22
12033,27045,149,3,7,22
12034,28051,149,3,7,22
12035,27362,1,132,15,23
12036,27865,1,132,15,23
12037,28368,1,132,15,23
12038,27855,1,128,15,23
12039,27352,1,128,15,23
12040,28358,1,128,15,23
12041,27357,1,129,15,23
12042,27860,1,129,15,23
12043,28363,1,129,15,23
12044,27845,1,105,15,23
12045,27342,1,105,15,23
12046,28348,1,105,15,23
12047,27347,1,177,15,23
12048,27850,1,177,15,23
12049,28353,1,177,15,23
12050,27870,1,186,15,23
12051,27367,1,186,15,23
12052,28373,1,186,15,23
12053,27017,179,1,4,31
12054,27520,179,1,4,31
12055,28023,179,1,4,31
12056,27502,179,2,4,31
12057,26999,179,2,4,31
12058,28005,179,2,4,31
12059,27006,179,3,4,31
12060,27509,179,3,4,31
12061,28012,179,3,4,31
12062,27529,179,4,4,31
12063,27026,179,4,4,31
12064,28032,179,4,4,31
12065,27171,140,1,5,40
12066,27674,140,1,5,40
12067,28177,140,1,5,40
12068,27680,140,3,5,40
12069,27177,140,3,5,40
12070,28183,140,3,5,40
12071,27183,140,2,5,40
12072,27686,140,2,5,40
12073,28189,140,2,5,40
12074,27668,140,5,5,40
12075,27165,140,5,5,40
12076,28171,140,5,5,40
12077,27189,140,4,5,40
12078,27692,140,4,5,40
12079,28195,140,4,5,40
12080,27775,141,1,4,24
12081,27272,141,1,4,24
12082,28278,141,1,4,24
12083,27281,141,10,4,24
12084,27784,141,10,4,24
12085,28287,141,10,4,24
12086,27766,141,9,4,24
12087,27263,141,9,4,24
12088,28269,141,9,4,24
12089,27245,141,8,4,24
12090,27748,141,8,4,24
12091,28251,141,8,4,24
12092,27757,141,2,4,24
12093,27254,141,2,4,24
12094,28260,141,2,4,24
12095,26923,418,1,6,82
12096,27426,418,1,6,82
12097,27929,418,1,6,82
12098,27408,418,3,6,82
12099,26905,418,3,6,82
12100,27911,418,3,6,82
12101,26911,418,4,6,82
12102,27414,418,4,6,82
12103,27917,418,4,6,82
12104,27420,418,5,6,82
12105,26917,418,5,6,82
12106,27923,418,5,6,82
12107,26899,418,2,6,82
12108,27402,418,2,6,82
12109,27905,418,2,6,82
12110,27893,230,1,2,50
12111,27390,230,1,2,50
12112,28396,230,1,2,50
12113,27372,230,2,2,50
12114,27875,230,2,2,50
12115,28378,230,2,2,50
12116,27881,230,3,2,50
12117,27378,230,3,2,50
12118,28384,230,3,2,50
12119,27396,230,5,2,50
12120,27899,230,5,2,50
12121,28402,230,5,2,50
12122,27887,230,4,2,50
12123,27384,230,4,2,50
12124,28390,230,4,2,50
12125,27083,398,2,3,55
12126,27586,398,2,3,55
12127,28089,398,2,3,55
12128,27593,398,3,3,55
12129,27090,398,3,3,55
12130,28096,398,3,3,55
12131,27076,398,1,3,55
12132,27579,398,1,3,55
12133,28082,398,1,3,55
12134,27655,249,2,7,58
12135,27152,249,2,7,58
12136,28158,249,2,7,58
12137,27159,249,3,7,58
12138,27662,249,3,7,58
12139,28165,249,3,7,58
12140,27648,249,1,7,58
12141,27145,249,1,7,58
12142,28151,249,1,7,58
12143,26976,399,4,1,67
12144,27479,399,4,1,67
12145,27982,399,4,1,67
12146,27486,399,5,1,67
12147,26983,399,5,1,67
12148,27989,399,5,1,67
12149,26969,399,2,1,67
12150,27472,399,2,1,67
12151,27975,399,2,1,67
12155,26992,399,1,1,67
12156,27495,399,1,1,67
12157,27998,399,1,1,67
13713,27220,1,134,2,1
13716,27123,1,133,1,1
13717,27626,1,133,1,1
13718,27725,1,134,2,1
13719,27222,1,134,2,1
13720,27824,1,121,3,1
13721,27321,1,121,3,1
13722,26948,141,6,3,24
13724,27615,1,67,1,1
13725,27112,1,67,1,1
13727,27605,1,135,1,1
13728,27102,1,135,1,1
13730,27211,1,68,2,1
13731,27714,1,68,2,1
13733,27201,1,136,2,1
13734,27704,1,136,2,1
14333,27812,1,147,3,1
